,Date,State,Average_Job_Created
2377,2014-07,MAINE,623
2378,2014-08,MAINE,622
2379,2014-09,MAINE,619
2380,2014-10,MAINE,617
2381,2014-11,MAINE,609
2382,2014-12,MAINE,608
2383,2015-01,MAINE,586
2384,2015-02,MAINE,585
2385,2015-03,MAINE,588
2386,2015-04,MAINE,598
2387,2015-05,MAINE,613
2388,2015-06,MAINE,626
2389,2015-07,MAINE,630
2390,2015-08,MAINE,629
2391,2015-09,MAINE,624
2392,2015-10,MAINE,621
2393,2015-11,MAINE,614
2394,2015-12,MAINE,613
2395,2016-01,MAINE,593
2396,2016-02,MAINE,595
2397,2016-03,MAINE,597
2398,2016-04,MAINE,606
2399,2016-05,MAINE,619
2400,2016-06,MAINE,634
2401,2016-07,MAINE,638
2402,2016-08,MAINE,636
2403,2016-09,MAINE,631
2404,2016-10,MAINE,627
2405,2016-11,MAINE,622
2406,2016-12,MAINE,619
2407,2017-01,MAINE,601
2408,2017-02,MAINE,600
2409,2017-03,MAINE,604
2410,2017-04,MAINE,611
2411,2017-05,MAINE,624
2412,2017-06,MAINE,641
2413,2017-07,MAINE,642
2414,2017-08,MAINE,640
2415,2017-09,MAINE,636
2416,2017-10,MAINE,632
2417,2017-11,MAINE,626
2418,2017-12,MAINE,626
2419,2018-01,MAINE,607
2420,2008-01,MARYLAND,2562
2421,2008-02,MARYLAND,2573
2422,2008-03,MARYLAND,2593
2423,2008-04,MARYLAND,2614
2424,2008-05,MARYLAND,2628
2425,2008-06,MARYLAND,2628
2426,2008-07,MARYLAND,2613
2427,2008-08,MARYLAND,2608
2428,2008-09,MARYLAND,2604
2429,2008-10,MARYLAND,2606
2430,2008-11,MARYLAND,2600
2431,2008-12,MARYLAND,2595
2432,2009-01,MARYLAND,2502
2433,2009-02,MARYLAND,2503
2434,2009-03,MARYLAND,2517
2435,2009-04,MARYLAND,2533
2436,2009-05,MARYLAND,2548
2437,2009-06,MARYLAND,2553
2438,2009-07,MARYLAND,2526
2439,2009-08,MARYLAND,2521
2440,2009-09,MARYLAND,2520
2441,2009-10,MARYLAND,2529
2442,2009-11,MARYLAND,2530
2443,2009-12,MARYLAND,2530
2444,2010-01,MARYLAND,2450
2445,2010-02,MARYLAND,2429
2446,2010-03,MARYLAND,2487
2447,2010-04,MARYLAND,2524
2448,2010-05,MARYLAND,2548
2449,2010-06,MARYLAND,2555
2450,2010-07,MARYLAND,2536
2451,2010-08,MARYLAND,2532
2452,2010-09,MARYLAND,2535
2453,2010-10,MARYLAND,2549
2454,2010-11,MARYLAND,2553
2455,2010-12,MARYLAND,2557
2456,2011-01,MARYLAND,2478
2457,2011-02,MARYLAND,2495
2458,2011-03,MARYLAND,2522
2459,2011-04,MARYLAND,2547
2460,2011-05,MARYLAND,2561
2461,2011-06,MARYLAND,2569
2462,2011-07,MARYLAND,2560
2463,2011-08,MARYLAND,2550
2464,2011-09,MARYLAND,2560
2465,2011-10,MARYLAND,2571
2466,2011-11,MARYLAND,2575
2467,2011-12,MARYLAND,2580
2468,2012-01,MARYLAND,2510
2469,2012-02,MARYLAND,2527
2470,2012-03,MARYLAND,2556
2471,2012-04,MARYLAND,2571
2472,2012-05,MARYLAND,2590
2473,2012-06,MARYLAND,2601
2474,2012-07,MARYLAND,2582
2475,2012-08,MARYLAND,2582
2476,2012-09,MARYLAND,2593
2477,2012-10,MARYLAND,2602
2478,2012-11,MARYLAND,2608
2479,2012-12,MARYLAND,2614
2480,2013-01,MARYLAND,2539
2481,2013-02,MARYLAND,2555
2482,2013-03,MARYLAND,2579
2483,2013-04,MARYLAND,2598
2484,2013-05,MARYLAND,2619
2485,2013-06,MARYLAND,2630
2486,2013-07,MARYLAND,2610
2487,2013-08,MARYLAND,2608
2488,2013-09,MARYLAND,2613
2489,2013-10,MARYLAND,2618
2490,2013-11,MARYLAND,2632
2491,2013-12,MARYLAND,2627
2492,2014-01,MARYLAND,2549
2493,2014-02,MARYLAND,2561
2494,2014-03,MARYLAND,2584
2495,2014-04,MARYLAND,2615
2496,2014-05,MARYLAND,2642
2497,2014-06,MARYLAND,2654
2498,2014-07,MARYLAND,2628
2499,2014-08,MARYLAND,2635
2500,2014-09,MARYLAND,2642
2501,2014-10,MARYLAND,2654
2502,2014-11,MARYLAND,2664
2503,2014-12,MARYLAND,2665
2504,2015-01,MARYLAND,2583
2505,2015-02,MARYLAND,2600
2506,2015-03,MARYLAND,2617
2507,2015-04,MARYLAND,2655
2508,2015-05,MARYLAND,2684
2509,2015-06,MARYLAND,2693
2510,2015-07,MARYLAND,2675
2511,2015-08,MARYLAND,2673
2512,2015-09,MARYLAND,2678
2513,2015-10,MARYLAND,2698
2514,2015-11,MARYLAND,2706
2515,2015-12,MARYLAND,2709
2516,2016-01,MARYLAND,2624
2517,2016-02,MARYLAND,2635
2518,2016-03,MARYLAND,2661
2519,2016-04,MARYLAND,2695
2520,2016-05,MARYLAND,2708
2521,2016-06,MARYLAND,2715
2522,2016-07,MARYLAND,2702
2523,2016-08,MARYLAND,2703
2524,2016-09,MARYLAND,2714
2525,2016-10,MARYLAND,2722
2526,2016-11,MARYLAND,2737
2527,2016-12,MARYLAND,2739
2528,2017-01,MARYLAND,2659
2529,2017-02,MARYLAND,2679
2530,2017-03,MARYLAND,2696
2531,2017-04,MARYLAND,2717
2532,2017-05,MARYLAND,2739
2533,2017-06,MARYLAND,2753
2534,2017-07,MARYLAND,2732
2535,2017-08,MARYLAND,2729
2536,2017-09,MARYLAND,2733
2537,2017-10,MARYLAND,2746
2538,2017-11,MARYLAND,2760
2539,2017-12,MARYLAND,2752
2540,2018-01,MARYLAND,2679
2541,2008-01,MASSACHUSETTS,3252
2542,2008-02,MASSACHUSETTS,3265
2543,2008-03,MASSACHUSETTS,3280
2544,2008-04,MASSACHUSETTS,3320
2545,2008-05,MASSACHUSETTS,3347
2546,2008-06,MASSACHUSETTS,3363
2547,2008-07,MASSACHUSETTS,3335
2548,2008-08,MASSACHUSETTS,3323
2549,2008-09,MASSACHUSETTS,3336
2550,2008-10,MASSACHUSETTS,3346
2551,2008-11,MASSACHUSETTS,3327
2552,2008-12,MASSACHUSETTS,3311
2553,2009-01,MASSACHUSETTS,3187
2554,2009-02,MASSACHUSETTS,3186
2555,2009-03,MASSACHUSETTS,3183
2556,2009-04,MASSACHUSETTS,3215
2557,2009-05,MASSACHUSETTS,3231
2558,2009-06,MASSACHUSETTS,3239
2559,2009-07,MASSACHUSETTS,3206
2560,2009-08,MASSACHUSETTS,3191
2561,2009-09,MASSACHUSETTS,3213
2562,2009-10,MASSACHUSETTS,3228
2563,2009-11,MASSACHUSETTS,3222
2564,2009-12,MASSACHUSETTS,3224
2565,2010-01,MASSACHUSETTS,3145
2566,2010-02,MASSACHUSETTS,3148
2567,2010-03,MASSACHUSETTS,3161
2568,2010-04,MASSACHUSETTS,3214
2569,2010-05,MASSACHUSETTS,3250
2570,2010-06,MASSACHUSETTS,3253
2571,2010-07,MASSACHUSETTS,3237
2572,2010-08,MASSACHUSETTS,3222
2573,2010-09,MASSACHUSETTS,3240
2574,2010-10,MASSACHUSETTS,3267
2575,2010-11,MASSACHUSETTS,3264
2576,2010-12,MASSACHUSETTS,3264
2577,2011-01,MASSACHUSETTS,3166
2578,2011-02,MASSACHUSETTS,3179
2579,2011-03,MASSACHUSETTS,3194
2580,2011-04,MASSACHUSETTS,3250
2581,2011-05,MASSACHUSETTS,3271
2582,2011-06,MASSACHUSETTS,3288
2583,2011-07,MASSACHUSETTS,3283
2584,2011-08,MASSACHUSETTS,3266
2585,2011-09,MASSACHUSETTS,3294
2586,2011-10,MASSACHUSETTS,3307
2587,2011-11,MASSACHUSETTS,3304
2588,2011-12,MASSACHUSETTS,3305
2589,2012-01,MASSACHUSETTS,3216
2590,2012-02,MASSACHUSETTS,3226
2591,2012-03,MASSACHUSETTS,3254
2592,2012-04,MASSACHUSETTS,3291
2593,2012-05,MASSACHUSETTS,3320
2594,2012-06,MASSACHUSETTS,3359
2595,2012-07,MASSACHUSETTS,3328
2596,2012-08,MASSACHUSETTS,3320
2597,2012-09,MASSACHUSETTS,3339
2598,2012-10,MASSACHUSETTS,3354
2599,2012-11,MASSACHUSETTS,3359
2600,2012-12,MASSACHUSETTS,3353
2601,2013-01,MASSACHUSETTS,3258
2602,2013-02,MASSACHUSETTS,3273
2603,2013-03,MASSACHUSETTS,3298
2604,2013-04,MASSACHUSETTS,3353
2605,2013-05,MASSACHUSETTS,3387
2606,2013-06,MASSACHUSETTS,3417
2607,2013-07,MASSACHUSETTS,3383
2608,2013-08,MASSACHUSETTS,3378
2609,2013-09,MASSACHUSETTS,3390
2610,2013-10,MASSACHUSETTS,3413
2611,2013-11,MASSACHUSETTS,3416
2612,2013-12,MASSACHUSETTS,3414
2613,2014-01,MASSACHUSETTS,3313
2614,2014-02,MASSACHUSETTS,3331
2615,2014-03,MASSACHUSETTS,3353
2616,2014-04,MASSACHUSETTS,3413
2617,2014-05,MASSACHUSETTS,3449
2618,2014-06,MASSACHUSETTS,3476
2619,2014-07,MASSACHUSETTS,3457
2620,2014-08,MASSACHUSETTS,3436
2621,2014-09,MASSACHUSETTS,3462
2622,2014-10,MASSACHUSETTS,3491
2623,2014-11,MASSACHUSETTS,3499
2624,2014-12,MASSACHUSETTS,3499
2625,2015-01,MASSACHUSETTS,3384
2626,2015-02,MASSACHUSETTS,3387
2627,2015-03,MASSACHUSETTS,3417
2628,2015-04,MASSACHUSETTS,3478
2629,2015-05,MASSACHUSETTS,3523
2630,2015-06,MASSACHUSETTS,3553
2631,2015-07,MASSACHUSETTS,3537
2632,2015-08,MASSACHUSETTS,3519
2633,2015-09,MASSACHUSETTS,3518
2634,2015-10,MASSACHUSETTS,3553
2635,2015-11,MASSACHUSETTS,3557
2636,2015-12,MASSACHUSETTS,3556
2637,2016-01,MASSACHUSETTS,3450
2638,2016-02,MASSACHUSETTS,3468
2639,2016-03,MASSACHUSETTS,3494
2640,2016-04,MASSACHUSETTS,3551
2641,2016-05,MASSACHUSETTS,3579
2642,2016-06,MASSACHUSETTS,3607
2643,2016-07,MASSACHUSETTS,3608
2644,2016-08,MASSACHUSETTS,3592
2645,2016-09,MASSACHUSETTS,3598
2646,2016-10,MASSACHUSETTS,3607
2647,2016-11,MASSACHUSETTS,3613
2648,2016-12,MASSACHUSETTS,3610
2649,2017-01,MASSACHUSETTS,3506
2650,2017-02,MASSACHUSETTS,3520
2651,2017-03,MASSACHUSETTS,3540
2652,2017-04,MASSACHUSETTS,3595
2653,2017-05,MASSACHUSETTS,3627
2654,2017-06,MASSACHUSETTS,3672
2655,2017-07,MASSACHUSETTS,3647
2656,2017-08,MASSACHUSETTS,3634
2657,2017-09,MASSACHUSETTS,3635
2658,2017-10,MASSACHUSETTS,3651
2659,2017-11,MASSACHUSETTS,3655
2660,2017-12,MASSACHUSETTS,3653
2661,2018-01,MASSACHUSETTS,3545
2662,2008-01,MICHAGIN,4145
2663,2008-02,MICHAGIN,4159
2664,2008-03,MICHAGIN,4159
2665,2008-04,MICHAGIN,4173
2666,2008-05,MICHAGIN,4226
2667,2008-06,MICHAGIN,4244
2668,2008-07,MICHAGIN,4112
2669,2008-08,MICHAGIN,4147
2670,2008-09,MICHAGIN,4180
2671,2008-10,MICHAGIN,4168
2672,2008-11,MICHAGIN,4139
2673,2008-12,MICHAGIN,4092
2674,2009-01,MICHAGIN,3863
2675,2009-02,MICHAGIN,3882
2676,2009-03,MICHAGIN,3872
2677,2009-04,MICHAGIN,3895
2678,2009-05,MICHAGIN,3911
2679,2009-06,MICHAGIN,3883
2680,2009-07,MICHAGIN,3793
2681,2009-08,MICHAGIN,3818
2682,2009-09,MICHAGIN,3876
2683,2009-10,MICHAGIN,3896
2684,2009-11,MICHAGIN,3886
2685,2009-12,MICHAGIN,3869
2686,2010-01,MICHAGIN,3752
2687,2010-02,MICHAGIN,3768
2688,2010-03,MICHAGIN,3781
2689,2010-04,MICHAGIN,3839
2690,2010-05,MICHAGIN,3896
2691,2010-06,MICHAGIN,3908
2692,2010-07,MICHAGIN,3846
2693,2010-08,MICHAGIN,3851
2694,2010-09,MICHAGIN,3913
2695,2010-10,MICHAGIN,3941
2696,2010-11,MICHAGIN,3942
2697,2010-12,MICHAGIN,3922
2698,2011-01,MICHAGIN,3832
2699,2011-02,MICHAGIN,3847
2700,2011-03,MICHAGIN,3874
2701,2011-04,MICHAGIN,3926
2702,2011-05,MICHAGIN,3972
2703,2011-06,MICHAGIN,3986
2704,2011-07,MICHAGIN,3931
2705,2011-08,MICHAGIN,3952
2706,2011-09,MICHAGIN,4012
2707,2011-10,MICHAGIN,4033
2708,2011-11,MICHAGIN,4038
2709,2011-12,MICHAGIN,4017
2710,2012-01,MICHAGIN,3929
2711,2012-02,MICHAGIN,3948
2712,2012-03,MICHAGIN,3976
2713,2012-04,MICHAGIN,4015
2714,2012-05,MICHAGIN,4061
2715,2012-06,MICHAGIN,4068
2716,2012-07,MICHAGIN,4007
2717,2012-08,MICHAGIN,4026
2718,2012-09,MICHAGIN,4076
2719,2012-10,MICHAGIN,4095
2720,2012-11,MICHAGIN,4102
2721,2012-12,MICHAGIN,4093
2722,2013-01,MICHAGIN,4004
2723,2013-02,MICHAGIN,4029
2724,2013-03,MICHAGIN,4051
2725,2013-04,MICHAGIN,4068
2726,2013-05,MICHAGIN,4138
2727,2013-06,MICHAGIN,4149
2728,2013-07,MICHAGIN,4072
2729,2013-08,MICHAGIN,4105
2730,2013-09,MICHAGIN,4156
2731,2013-10,MICHAGIN,4181
2732,2013-11,MICHAGIN,4185
2733,2013-12,MICHAGIN,4169
2734,2014-01,MICHAGIN,4065
2735,2014-02,MICHAGIN,4098
2736,2014-03,MICHAGIN,4114
2737,2014-04,MICHAGIN,4136
2738,2014-05,MICHAGIN,4212
2739,2014-06,MICHAGIN,4242
2740,2014-07,MICHAGIN,4163
2741,2014-08,MICHAGIN,4180
2742,2014-09,MICHAGIN,4215
2743,2014-10,MICHAGIN,4245
2744,2014-11,MICHAGIN,4253
2745,2014-12,MICHAGIN,4251
2746,2015-01,MICHAGIN,4141
2747,2015-02,MICHAGIN,4157
2748,2015-03,MICHAGIN,4173
2749,2015-04,MICHAGIN,4205
2750,2015-05,MICHAGIN,4274
2751,2015-06,MICHAGIN,4289
2752,2015-07,MICHAGIN,4225
2753,2015-08,MICHAGIN,4237
2754,2015-09,MICHAGIN,4275
2755,2015-10,MICHAGIN,4313
2756,2015-11,MICHAGIN,4316
2757,2015-12,MICHAGIN,4307
2758,2016-01,MICHAGIN,4214
2759,2016-02,MICHAGIN,4232
2760,2016-03,MICHAGIN,4249
2761,2016-04,MICHAGIN,4300
2762,2016-05,MICHAGIN,4341
2763,2016-06,MICHAGIN,4364
2764,2016-07,MICHAGIN,4308
2765,2016-08,MICHAGIN,4315
2766,2016-09,MICHAGIN,4364
2767,2016-10,MICHAGIN,4379
2768,2016-11,MICHAGIN,4394
2769,2016-12,MICHAGIN,4370
2770,2017-01,MICHAGIN,4281
2771,2017-02,MICHAGIN,4297
2772,2017-03,MICHAGIN,4317
2773,2017-04,MICHAGIN,4345
2774,2017-05,MICHAGIN,4400
2775,2017-06,MICHAGIN,4427
2776,2017-07,MICHAGIN,4341
2777,2017-08,MICHAGIN,4363
2778,2017-09,MICHAGIN,4400
2779,2017-10,MICHAGIN,4417
2780,2017-11,MICHAGIN,4427
2781,2017-12,MICHAGIN,4407
2782,2018-01,MICHAGIN,4319
2783,2008-01,MISSISSIPPI,1148
2784,2008-02,MISSISSIPPI,1155
2785,2008-03,MISSISSIPPI,1159
2786,2008-04,MISSISSIPPI,1163
2787,2008-05,MISSISSIPPI,1162
2788,2008-06,MISSISSIPPI,1153
2789,2008-07,MISSISSIPPI,1130
2790,2008-08,MISSISSIPPI,1144
2791,2008-09,MISSISSIPPI,1149
2792,2008-10,MISSISSIPPI,1145
2793,2008-11,MISSISSIPPI,1143
2794,2008-12,MISSISSIPPI,1132
2795,2009-01,MISSISSIPPI,1107
2796,2009-02,MISSISSIPPI,1107
2797,2009-03,MISSISSIPPI,1106
2798,2009-04,MISSISSIPPI,1105
2799,2009-05,MISSISSIPPI,1105
2800,2009-06,MISSISSIPPI,1098
2801,2009-07,MISSISSIPPI,1080
2802,2009-08,MISSISSIPPI,1088
2803,2009-09,MISSISSIPPI,1095
2804,2009-10,MISSISSIPPI,1091
2805,2009-11,MISSISSIPPI,1094
2806,2009-12,MISSISSIPPI,1089
2807,2010-01,MISSISSIPPI,1072
2808,2010-02,MISSISSIPPI,1077
2809,2010-03,MISSISSIPPI,1087
2810,2010-04,MISSISSIPPI,1098
2811,2010-05,MISSISSIPPI,1104
2812,2010-06,MISSISSIPPI,1100
2813,2010-07,MISSISSIPPI,1083
2814,2010-08,MISSISSIPPI,1089
2815,2010-09,MISSISSIPPI,1098
2816,2010-10,MISSISSIPPI,1100
2817,2010-11,MISSISSIPPI,1099
2818,2010-12,MISSISSIPPI,1098
2819,2011-01,MISSISSIPPI,1078
2820,2011-02,MISSISSIPPI,1084
2821,2011-03,MISSISSIPPI,1094
2822,2011-04,MISSISSIPPI,1100
2823,2011-05,MISSISSIPPI,1100
2824,2011-06,MISSISSIPPI,1093
2825,2011-07,MISSISSIPPI,1078
2826,2011-08,MISSISSIPPI,1088
2827,2011-09,MISSISSIPPI,1099
2828,2011-10,MISSISSIPPI,1098
2829,2011-11,MISSISSIPPI,1101
2830,2011-12,MISSISSIPPI,1097
2831,2012-01,MISSISSIPPI,1085
2832,2012-02,MISSISSIPPI,1095
2833,2012-03,MISSISSIPPI,1103
2834,2012-04,MISSISSIPPI,1107
2835,2012-05,MISSISSIPPI,1108
2836,2012-06,MISSISSIPPI,1100
2837,2012-07,MISSISSIPPI,1086
2838,2012-08,MISSISSIPPI,1102
2839,2012-09,MISSISSIPPI,1107
2840,2012-10,MISSISSIPPI,1107
2841,2012-11,MISSISSIPPI,1112
2842,2012-12,MISSISSIPPI,1110
2843,2013-01,MISSISSIPPI,1092
2844,2013-02,MISSISSIPPI,1104
2845,2013-03,MISSISSIPPI,1110
2846,2013-04,MISSISSIPPI,1114
2847,2013-05,MISSISSIPPI,1115
2848,2013-06,MISSISSIPPI,1110
2849,2013-07,MISSISSIPPI,1094
2850,2013-08,MISSISSIPPI,1108
2851,2013-09,MISSISSIPPI,1118
2852,2013-10,MISSISSIPPI,1118
2853,2013-11,MISSISSIPPI,1125
2854,2013-12,MISSISSIPPI,1123
2855,2014-01,MISSISSIPPI,1107
2856,2014-02,MISSISSIPPI,1110
2857,2014-03,MISSISSIPPI,1116
2858,2014-04,MISSISSIPPI,1124
2859,2014-05,MISSISSIPPI,1124
2860,2014-06,MISSISSIPPI,1118
2861,2014-07,MISSISSIPPI,1104
2862,2014-08,MISSISSIPPI,1118
2863,2014-09,MISSISSIPPI,1125
2864,2014-10,MISSISSIPPI,1128
2865,2014-11,MISSISSIPPI,1135
2866,2014-12,MISSISSIPPI,1135
2867,2015-01,MISSISSIPPI,1113
2868,2015-02,MISSISSIPPI,1123
2869,2015-03,MISSISSIPPI,1124
2870,2015-04,MISSISSIPPI,1134
2871,2015-05,MISSISSIPPI,1139
2872,2015-06,MISSISSIPPI,1129
2873,2015-07,MISSISSIPPI,1120
2874,2015-08,MISSISSIPPI,1131
2875,2015-09,MISSISSIPPI,1140
2876,2015-10,MISSISSIPPI,1145
2877,2015-11,MISSISSIPPI,1150
2878,2015-12,MISSISSIPPI,1152
2879,2016-01,MISSISSIPPI,1133
2880,2016-02,MISSISSIPPI,1143
2881,2016-03,MISSISSIPPI,1146
2882,2016-04,MISSISSIPPI,1150
2883,2016-05,MISSISSIPPI,1149
2884,2016-06,MISSISSIPPI,1138
2885,2016-07,MISSISSIPPI,1133
2886,2016-08,MISSISSIPPI,1143
2887,2016-09,MISSISSIPPI,1152
2888,2016-10,MISSISSIPPI,1153
2889,2016-11,MISSISSIPPI,1158
2890,2016-12,MISSISSIPPI,1153
2891,2017-01,MISSISSIPPI,1137
2892,2017-02,MISSISSIPPI,1147
2893,2017-03,MISSISSIPPI,1150
2894,2017-04,MISSISSIPPI,1154
2895,2017-05,MISSISSIPPI,1153
2896,2017-06,MISSISSIPPI,1147
2897,2017-07,MISSISSIPPI,1136
2898,2017-08,MISSISSIPPI,1148
2899,2017-09,MISSISSIPPI,1156
2900,2017-10,MISSISSIPPI,1157
2901,2017-11,MISSISSIPPI,1166
2902,2017-12,MISSISSIPPI,1161
2903,2018-01,MISSISSIPPI,1138
2904,2008-01,MISSOURI,2757
2905,2008-02,MISSOURI,2771
2906,2008-03,MISSOURI,2792
2907,2008-04,MISSOURI,2820
2908,2008-05,MISSOURI,2839
2909,2008-06,MISSOURI,2839
2910,2008-07,MISSOURI,2779
2911,2008-08,MISSOURI,2791
2912,2008-09,MISSOURI,2814
2913,2008-10,MISSOURI,2811
2914,2008-11,MISSOURI,2798
2915,2008-12,MISSOURI,2783
2916,2009-01,MISSOURI,2693
2917,2009-02,MISSOURI,2691
2918,2009-03,MISSOURI,2705
2919,2009-04,MISSOURI,2721
2920,2009-05,MISSOURI,2728
2921,2009-06,MISSOURI,2721
2922,2009-07,MISSOURI,2663
2923,2009-08,MISSOURI,2671
2924,2009-09,MISSOURI,2694
2925,2009-10,MISSOURI,2694
2926,2009-11,MISSOURI,2691
2927,2009-12,MISSOURI,2685
2928,2010-01,MISSOURI,2604
2929,2010-02,MISSOURI,2616
2930,2010-03,MISSOURI,2646
2931,2010-04,MISSOURI,2680
2932,2010-05,MISSOURI,2698
2933,2010-06,MISSOURI,2688
2934,2010-07,MISSOURI,2638
2935,2010-08,MISSOURI,2666
2936,2010-09,MISSOURI,2683
2937,2010-10,MISSOURI,2691
2938,2010-11,MISSOURI,2690
2939,2010-12,MISSOURI,2685
2940,2011-01,MISSOURI,2614
2941,2011-02,MISSOURI,2620
2942,2011-03,MISSOURI,2654
2943,2011-04,MISSOURI,2694
2944,2011-05,MISSOURI,2706
2945,2011-06,MISSOURI,2697
2946,2011-07,MISSOURI,2654
2947,2011-08,MISSOURI,2662
2948,2011-09,MISSOURI,2693
2949,2011-10,MISSOURI,2697
2950,2011-11,MISSOURI,2700
2951,2011-12,MISSOURI,2699
2952,2012-01,MISSOURI,2633
2953,2012-02,MISSOURI,2644
2954,2012-03,MISSOURI,2675
2955,2012-04,MISSOURI,2701
2956,2012-05,MISSOURI,2719
2957,2012-06,MISSOURI,2715
2958,2012-07,MISSOURI,2666
2959,2012-08,MISSOURI,2683
2960,2012-09,MISSOURI,2707
2961,2012-10,MISSOURI,2721
2962,2012-11,MISSOURI,2727
2963,2012-12,MISSOURI,2725
2964,2013-01,MISSOURI,2655
2965,2013-02,MISSOURI,2673
2966,2013-03,MISSOURI,2693
2967,2013-04,MISSOURI,2729
2968,2013-05,MISSOURI,2748
2969,2013-06,MISSOURI,2742
2970,2013-07,MISSOURI,2693
2971,2013-08,MISSOURI,2712
2972,2013-09,MISSOURI,2736
2973,2013-10,MISSOURI,2751
2974,2013-11,MISSOURI,2753
2975,2013-12,MISSOURI,2747
2976,2014-01,MISSOURI,2669
2977,2014-02,MISSOURI,2690
2978,2014-03,MISSOURI,2712
2979,2014-04,MISSOURI,2761
2980,2014-05,MISSOURI,2780
2981,2014-06,MISSOURI,2769
2982,2014-07,MISSOURI,2725
2983,2014-08,MISSOURI,2744
2984,2014-09,MISSOURI,2762
2985,2014-10,MISSOURI,2785
2986,2014-11,MISSOURI,2788
2987,2014-12,MISSOURI,2787
2988,2015-01,MISSOURI,2726
2989,2015-02,MISSOURI,2744
2990,2015-03,MISSOURI,2763
2991,2015-04,MISSOURI,2812
2992,2015-05,MISSOURI,2835
2993,2015-06,MISSOURI,2831
2994,2015-07,MISSOURI,2793
2995,2015-08,MISSOURI,2801
2996,2015-09,MISSOURI,2823
2997,2015-10,MISSOURI,2844
2998,2015-11,MISSOURI,2849
2999,2015-12,MISSOURI,2848
3000,2016-01,MISSOURI,2777
3001,2016-02,MISSOURI,2793
3002,2016-03,MISSOURI,2817
3003,2016-04,MISSOURI,2862
3004,2016-05,MISSOURI,2870
3005,2016-06,MISSOURI,2873
3006,2016-07,MISSOURI,2831
3007,2016-08,MISSOURI,2844
3008,2016-09,MISSOURI,2870
3009,2016-10,MISSOURI,2882
3010,2016-11,MISSOURI,2881
3011,2016-12,MISSOURI,2873
3012,2017-01,MISSOURI,2812
3013,2017-02,MISSOURI,2836
3014,2017-03,MISSOURI,2852
3015,2017-04,MISSOURI,2884
3016,2017-05,MISSOURI,2896
3017,2017-06,MISSOURI,2903
3018,2017-07,MISSOURI,2853
3019,2017-08,MISSOURI,2863
3020,2017-09,MISSOURI,2888
3021,2017-10,MISSOURI,2896
3022,2017-11,MISSOURI,2902
3023,2017-12,MISSOURI,2899
3024,2018-01,MISSOURI,2826
3025,2008-01,MINNESOTA,2716
3026,2008-02,MINNESOTA,2719
3027,2008-03,MINNESOTA,2726
3028,2008-04,MINNESOTA,2744
3029,2008-05,MINNESOTA,2789
3030,2008-06,MINNESOTA,2811
3031,2008-07,MINNESOTA,2772
3032,2008-08,MINNESOTA,2776
3033,2008-09,MINNESOTA,2775
3034,2008-10,MINNESOTA,2785
3035,2008-11,MINNESOTA,2765
3036,2008-12,MINNESOTA,2741
3037,2009-01,MINNESOTA,2651
3038,2009-02,MINNESOTA,2637
3039,2009-03,MINNESOTA,2629
3040,2009-04,MINNESOTA,2650
3041,2009-05,MINNESOTA,2680
3042,2009-06,MINNESOTA,2687
3043,2009-07,MINNESOTA,2647
3044,2009-08,MINNESOTA,2643
3045,2009-09,MINNESOTA,2635
3046,2009-10,MINNESOTA,2662
3047,2009-11,MINNESOTA,2654
3048,2009-12,MINNESOTA,2643
3049,2010-01,MINNESOTA,2567
3050,2010-02,MINNESOTA,2568
3051,2010-03,MINNESOTA,2578
3052,2010-04,MINNESOTA,2626
3053,2010-05,MINNESOTA,2660
3054,2010-06,MINNESOTA,2679
3055,2010-07,MINNESOTA,2645
3056,2010-08,MINNESOTA,2650
3057,2010-09,MINNESOTA,2653
3058,2010-10,MINNESOTA,2682
3059,2010-11,MINNESOTA,2678
3060,2010-12,MINNESOTA,2664
3061,2011-01,MINNESOTA,2603
3062,2011-02,MINNESOTA,2609
3063,2011-03,MINNESOTA,2619
3064,2011-04,MINNESOTA,2667
3065,2011-05,MINNESOTA,2705
3066,2011-06,MINNESOTA,2723
3067,2011-07,MINNESOTA,2670
3068,2011-08,MINNESOTA,2702
3069,2011-09,MINNESOTA,2722
3070,2011-10,MINNESOTA,2728
3071,2011-11,MINNESOTA,2723
3072,2011-12,MINNESOTA,2714
3073,2012-01,MINNESOTA,2646
3074,2012-02,MINNESOTA,2653
3075,2012-03,MINNESOTA,2668
3076,2012-04,MINNESOTA,2709
3077,2012-05,MINNESOTA,2740
3078,2012-06,MINNESOTA,2762
3079,2012-07,MINNESOTA,2722
3080,2012-08,MINNESOTA,2739
3081,2012-09,MINNESOTA,2756
3082,2012-10,MINNESOTA,2771
3083,2012-11,MINNESOTA,2771
3084,2012-12,MINNESOTA,2759
3085,2013-01,MINNESOTA,2699
3086,2013-02,MINNESOTA,2711
3087,2013-03,MINNESOTA,2719
3088,2013-04,MINNESOTA,2742
3089,2013-05,MINNESOTA,2790
3090,2013-06,MINNESOTA,2812
3091,2013-07,MINNESOTA,2767
3092,2013-08,MINNESOTA,2787
3093,2013-09,MINNESOTA,2804
3094,2013-10,MINNESOTA,2820
3095,2013-11,MINNESOTA,2815
3096,2013-12,MINNESOTA,2804
3097,2014-01,MINNESOTA,2731
3098,2014-02,MINNESOTA,2740
3099,2014-03,MINNESOTA,2743
3100,2014-04,MINNESOTA,2784
3101,2014-05,MINNESOTA,2830
3102,2014-06,MINNESOTA,2855
